Street;EconomicOperands;1
Transparency;EconomicOperands;1
and;LogicalConnectors;1610
Accountability;EconomicOperands;4
title;LegalReferences;67
may;FunctionWords;300
be;FunctionWords;484
cited;Other;2
as;LogicalConnectors;522
the;FunctionWords;3851
2010;LegalReferences;33
A;FunctionWords;69
of;FunctionWords;2642
Over-the-Counter;EconomicOperands;1
Swaps;EconomicOperands;17
Markets;EconomicOperands;4
I;LegalReferences;2
Regulatory;EconomicOperands;1
authority;EconomicOperands;76
Definitions;EconomicOperands;9
subtitle;LegalReferences;23
terms;Other;56
regulator;EconomicOperands;62
swap;EconomicOperands;493
dealer;EconomicOperands;317
participant;EconomicOperands;291
repository;EconomicOperands;88
facility;EconomicOperands;181
have;FunctionWords;94
meanings;Other;5
given;FunctionWords;7
in;FunctionWords;1106
section;Other;321
Act;LegalReferences;268
(7;Attributes;79
including;LogicalConnectors;104
any;FunctionWords;829
modification;EconomicOperands;1
under;FunctionWords;395
721(b);LegalReferences;1
Review;EconomicOperands;3
regulatory;EconomicOperands;20
Consultation;EconomicOperands;2
Commission;EconomicOperands;908
Before;LogicalConnectors;5
commencing;EconomicOperands;2
rulemaking;Other;9
or;LogicalConnectors;2195
issuing;EconomicOperands;2
an;FunctionWords;269
order;EconomicOperands;72
regarding;LogicalConnectors;50
swaps;EconomicOperands;376
dealers;EconomicOperands;60
participants;EconomicOperands;108
data;EconomicOperands;87
repositories;EconomicOperands;27
derivative;EconomicOperands;14
organizations;EconomicOperands;14
to;FunctionWords;1776
persons;EconomicOperands;46
with;FunctionWords;399
a;FunctionWords;1395
facilities;EconomicOperands;37
shall;RegulatoryOperators;762
consult;EconomicOperands;13
coordinate;EconomicOperands;5
extent;LogicalConnectors;42
possible;Attributes;7
regulators;EconomicOperands;20
for;LogicalConnectors;648
purposes;EconomicOperands;65
assuring;EconomicOperands;2
consistency;EconomicOperands;2
comparability;EconomicOperands;2
clearing;EconomicOperands;160
agencies;EconomicOperands;14
B;LegalReferences;4
Procedures;EconomicOperands;1
deadline;EconomicOperands;1
Such;FunctionWords;8
regulations;EconomicOperands;56
prescribed;RegulatoryOperators;48
applicable;FunctionWords;30
requirements;EconomicOperands;153
5;LegalReferences;18
Code;LegalReferences;20
issued;EconomicOperands;17
final;EconomicOperands;26
form;EconomicOperands;36
than;LogicalConnectors;104
days;Attributes;47
after;LogicalConnectors;131
date;EconomicOperands;112
enactment;Other;67
Applicability;FunctionWords;11
The;FunctionWords;343
(2);LegalReferences;56
not;LogicalConnectors;263
apply;RegulatoryOperators;38
arising;EconomicOperands;13
from;FunctionWords;129
violation;EconomicOperands;29
potential;EconomicOperands;17
provision;EconomicOperands;44
seq);LegalReferences;34
laws;EconomicOperands;7
proceeding;EconomicOperands;24
is;FunctionWords;572
conducted;EconomicOperands;8
on;FunctionWords;356
record;EconomicOperands;7
556;LegalReferences;1
Effect;EconomicOperands;11
Nothing;FunctionWords;22
subsection;LegalReferences;91
authorizes;RegulatoryOperators;3
consultation;EconomicOperands;29
procedure;EconomicOperands;13
consistent;Attributes;22
II;LegalReferences;2
7;LegalReferences;3
Act);LegalReferences;35
Rules;EconomicOperands;34
orders;EconomicOperands;16
In;FunctionWords;49
developing;EconomicOperands;3
promulgating;EconomicOperands;1
rules;EconomicOperands;185
each;FunctionWords;111
consider;EconomicOperands;16
views;EconomicOperands;8
Treatment;EconomicOperands;6
similar;LogicalConnectors;30
products;EconomicOperands;12
entities;EconomicOperands;52
general;FunctionWords;171
adopting;EconomicOperands;4
functionally;EconomicOperands;3
economically;EconomicOperands;7
described;Other;199
manner;Other;53
requires;RegulatoryOperators;9
adopt;EconomicOperands;55
joint;EconomicOperands;5
that;FunctionWords;582
identical;Attributes;1
Mixed;EconomicOperands;3
Governors;EconomicOperands;11
jointly;FunctionWords;16
prescribe;RegulatoryOperators;57
such;FunctionWords;453
mixed;EconomicOperands;1
1934;LegalReferences;34
(15;Attributes;36
necessary;Attributes;67
out;FunctionWords;16
Limitation;EconomicOperands;6
unless;LogicalConnectors;51
specifically;LogicalConnectors;9
provided;LogicalConnectors;71
confers;RegulatoryOperators;2
jurisdiction;EconomicOperands;33
issue;EconomicOperands;25
rule;EconomicOperands;191
regulation;EconomicOperands;139
providing;EconomicOperands;22
oversight;EconomicOperands;23
its;FunctionWords;68
activities;EconomicOperands;60
functions;EconomicOperands;10
concerning;LogicalConnectors;15
associated;EconomicOperands;6
State;EconomicOperands;43
securities;EconomicOperands;105
Prohibition;RegulatoryOperators;18
certain;FunctionWords;11
futures;EconomicOperands;43
associations;EconomicOperands;6
national;EconomicOperands;25
Futures;EconomicOperands;1
Notwithstanding;LogicalConnectors;27
other;FunctionWords;202
law;EconomicOperands;39
(including;LogicalConnectors;74
regulations);EconomicOperands;16
otherwise;LogicalConnectors;49
authorized;RegulatoryOperators;20
by;FunctionWords;839
no;FunctionWords;34
